PAYMENT_ID,POLICY_ID,PAYMENT_DATE,PREMIUM_AMOUNT,PAYMENT_STATUS
PM0000511,P0000222,23JAN2024,1736.00,LATE
PM0000512,P0000224,15NOV2023,34.45,LATE
PM0000513,P0000224,18DEC2023,34.45,POSTED
PM0000514,P0000224,19JAN2024,34.45,POSTED
PM0000515,P0000225,27NOV2023,210.82,LATE
PM0000516,P0000225,16DEC2023,210.82,POSTED
PM0000517,P0000225,20JAN2024,210.82,LATE
PM0000518,P0000228,19NOV2023,641.08,RETURNED
PM0000519,P0000228,18DEC2023,641.08,POSTED
PM0000520,P0000229,20NOV2023,605.12,POSTED
PM0000521,P0000229,17DEC2023,605.12,POSTED
PM0000522,P0000230,19NOV2023,1062.20,POSTED
PM0000523,P0000230,18JAN2024,1062.20,POSTED
PM0000524,P0000232,19NOV2023,375.70,RETURNED
PM0000525,P0000232,17DEC2023,375.70,POSTED
PM0000526,P0000232,17JAN2024,375.70,POSTED
PM0000527,P0000233,18NOV2023,59.66,RETURNED
PM0000528,P0000233,18DEC2023,59.66,POSTED
PM0000529,P0000233,26JAN2024,59.66,LATE
PM0000530,P0000234,19NOV2023,178.38,POSTED
PM0000531,P0000234,15DEC2023,178.38,LATE
PM0000532,P0000235,15NOV2023,143.91,RETURNED
PM0000533,P0000235,20DEC2023,143.91,POSTED
PM0000534,P0000235,20JAN2024,143.91,POSTED
PM0000535,P0000236,16NOV2023,1400.70,POSTED
PM0000536,P0000236,19JAN2024,1400.70,POSTED
PM0000537,P0000237,19NOV2023,75.00,POSTED
PM0000538,P0000237,16DEC2023,75.00,POSTED
PM0000539,P0000239,27NOV2023,96.54,LATE
PM0000540,P0000239,18DEC2023,96.54,RETURNED
PM0000541,P0000239,19JAN2024,96.54,POSTED
PM0000542,P0000240,16DEC2023,1735.37,POSTED
PM0000543,P0000240,15JAN2024,1735.37,RETURNED
PM0000544,P0000241,20DEC2023,667.73,POSTED
PM0000545,P0000241,17JAN2024,667.73,RETURNED
PM0000546,P0000242,19NOV2023,2930.31,LATE
PM0000547,P0000242,17DEC2023,2930.31,POSTED
PM0000548,P0000242,23JAN2024,2930.31,LATE
PM0000549,P0000244,16NOV2023,69.74,POSTED
PM0000550,P0000244,22DEC2023,69.74,LATE
PM0000551,P0000244,20JAN2024,69.74,POSTED
PM0000552,P0000245,19NOV2023,488.46,POSTED
PM0000553,P0000245,18DEC2023,488.46,POSTED
PM0000554,P0000245,15JAN2024,488.46,RETURNED
PM0000555,P0000246,20NOV2023,1160.84,POSTED
PM0000556,P0000246,18DEC2023,1160.84,POSTED
PM0000557,P0000246,15JAN2024,1160.84,POSTED
PM0000558,P0000247,19NOV2023,543.41,LATE
PM0000559,P0000247,24DEC2023,543.41,LATE
PM0000560,P0000247,19JAN2024,543.41,LATE
PM0000561,P0000248,19NOV2023,1889.55,POSTED
PM0000562,P0000248,15JAN2024,1889.55,POSTED
PM0000563,P0000249,20NOV2023,120.01,POSTED
PM0000564,P0000249,17DEC2023,120.01,POSTED
PM0000565,P0000249,20JAN2024,120.01,POSTED
PM0000566,P0000250,20NOV2023,739.13,POSTED
PM0000567,P0000251,19NOV2023,225.95,POSTED
PM0000568,P0000251,16DEC2023,225.95,LATE
PM0000569,P0000251,20JAN2024,225.95,POSTED
PM0000570,P0000252,19DEC2023,3161.57,POSTED
PM0000571,P0000252,26JAN2024,3161.57,LATE
PM0000572,P0000253,19NOV2023,4290.49,POSTED
PM0000573,P0000253,17DEC2023,4290.49,POSTED
PM0000574,P0000254,16NOV2023,83.05,POSTED
PM0000575,P0000254,18DEC2023,83.05,POSTED
PM0000576,P0000254,16JAN2024,83.05,POSTED
PM0000577,P0000255,16NOV2023,267.19,POSTED
PM0000578,P0000255,19DEC2023,267.19,LATE
PM0000579,P0000255,15JAN2024,267.19,POSTED
PM0000580,P0000256,20DEC2023,205.11,POSTED
PM0000581,P0000256,19JAN2024,205.11,POSTED
PM0000582,P0000257,18DEC2023,3636.55,POSTED
PM0000583,P0000257,16JAN2024,3636.55,POSTED
PM0000584,P0000258,17NOV2023,688.39,POSTED
PM0000585,P0000258,16DEC2023,688.39,POSTED
PM0000586,P0000259,18NOV2023,1153.80,POSTED
PM0000587,P0000259,17DEC2023,1153.80,LATE
PM0000588,P0000259,17JAN2024,1153.80,POSTED
PM0000589,P0000260,18NOV2023,436.25,POSTED
PM0000590,P0000260,16DEC2023,436.25,POSTED
PM0000591,P0000262,15NOV2023,578.99,POSTED
PM0000592,P0000262,19DEC2023,578.99,POSTED
PM0000593,P0000262,21JAN2024,578.99,LATE
PM0000594,P0000263,17NOV2023,3339.67,POSTED
PM0000595,P0000263,16DEC2023,3339.67,POSTED
PM0000596,P0000263,20JAN2024,3339.67,POSTED
PM0000597,P0000264,16NOV2023,144.22,LATE
PM0000598,P0000264,18DEC2023,144.22,POSTED
PM0000599,P0000264,20JAN2024,144.22,RETURNED
PM0000600,P0000265,20NOV2023,84.75,POSTED
PM0000601,P0000265,16JAN2024,84.75,POSTED
PM0000602,P0000266,16NOV2023,221.38,LATE
PM0000603,P0000266,21DEC2023,221.38,LATE
PM0000604,P0000266,15JAN2024,221.38,POSTED
PM0000605,P0000267,17DEC2023,1267.22,LATE
PM0000606,P0000267,15JAN2024,1267.22,POSTED
PM0000607,P0000268,16NOV2023,744.33,POSTED
PM0000608,P0000268,24JAN2024,744.33,LATE
PM0000609,P0000269,16NOV2023,86.64,POSTED
PM0000610,P0000269,18DEC2023,86.64,POSTED
PM0000611,P0000269,18JAN2024,86.64,POSTED
PM0000612,P0000270,20NOV2023,2368.35,POSTED
PM0000613,P0000270,18DEC2023,2368.35,RETURNED
PM0000614,P0000270,19JAN2024,2368.35,POSTED
PM0000615,P0000272,17NOV2023,262.79,RETURNED
PM0000616,P0000272,20DEC2023,262.79,POSTED
PM0000617,P0000272,17JAN2024,262.79,POSTED
PM0000618,P0000273,19NOV2023,75.07,POSTED
PM0000619,P0000273,16DEC2023,75.07,POSTED
PM0000620,P0000273,25JAN2024,75.07,LATE
PM0000621,P0000274,18NOV2023,132.46,RETURNED
PM0000622,P0000274,15DEC2023,132.46,RETURNED
PM0000623,P0000274,18JAN2024,132.46,RETURNED
PM0000624,P0000275,16NOV2023,6260.02,POSTED
PM0000625,P0000275,16DEC2023,6260.02,POSTED
PM0000626,P0000275,18JAN2024,6260.02,POSTED
PM0000627,P0000276,19NOV2023,4254.42,POSTED
PM0000628,P0000276,18DEC2023,4254.42,POSTED
PM0000629,P0000276,15JAN2024,4254.42,POSTED
PM0000630,P0000278,16NOV2023,87.29,POSTED
PM0000631,P0000278,17DEC2023,87.29,POSTED
PM0000632,P0000279,23NOV2023,520.75,LATE
PM0000633,P0000279,17DEC2023,520.75,POSTED
PM0000634,P0000279,20JAN2024,520.75,POSTED
PM0000635,P0000281,15NOV2023,206.67,POSTED
PM0000636,P0000281,16DEC2023,206.67,POSTED
PM0000637,P0000281,15JAN2024,206.67,POSTED
PM0000638,P0000282,15NOV2023,144.16,POSTED
PM0000639,P0000282,17DEC2023,144.16,POSTED
PM0000640,P0000282,15JAN2024,144.16,POSTED
PM0000641,P0000283,17NOV2023,527.82,POSTED
PM0000642,P0000283,20DEC2023,527.82,POSTED
PM0000643,P0000283,16JAN2024,527.82,POSTED
PM0000644,P0000284,20NOV2023,41.64,POSTED
PM0000645,P0000284,16DEC2023,41.64,LATE
PM0000646,P0000284,20JAN2024,41.64,POSTED
PM0000647,P0000285,19NOV2023,219.87,POSTED
PM0000648,P0000285,15DEC2023,219.87,POSTED
PM0000649,P0000285,21JAN2024,219.87,LATE
PM0000650,P0000286,17NOV2023,585.95,POSTED
PM0000651,P0000286,20DEC2023,585.95,POSTED
PM0000652,P0000286,17JAN2024,585.95,POSTED
PM0000653,P0000287,17NOV2023,1333.60,POSTED
PM0000654,P0000287,19DEC2023,1333.60,POSTED
PM0000655,P0000287,17JAN2024,1333.60,POSTED
PM0000656,P0000288,15NOV2023,4770.74,POSTED
PM0000657,P0000288,18JAN2024,4770.74,POSTED
PM0000658,P0000289,21DEC2023,1123.62,LATE
PM0000659,P0000289,20JAN2024,1123.62,POSTED
PM0000660,P0000290,17NOV2023,2282.77,POSTED
PM0000661,P0000291,16NOV2023,303.49,POSTED
PM0000662,P0000291,16DEC2023,303.49,POSTED
PM0000663,P0000291,16JAN2024,303.49,POSTED
PM0000664,P0000292,19NOV2023,93.04,POSTED
PM0000665,P0000292,16DEC2023,93.04,POSTED
PM0000666,P0000292,16JAN2024,93.04,POSTED
PM0000667,P0000293,17NOV2023,2307.62,POSTED
PM0000668,P0000293,18DEC2023,2307.62,POSTED
PM0000669,P0000293,18JAN2024,2307.62,POSTED
PM0000670,P0000294,15NOV2023,499.50,POSTED
PM0000671,P0000294,19DEC2023,499.50,POSTED
PM0000672,P0000294,26JAN2024,499.50,LATE
PM0000673,P0000295,16NOV2023,1558.46,POSTED
PM0000674,P0000295,19DEC2023,1558.46,POSTED
PM0000675,P0000295,15JAN2024,1558.46,POSTED
PM0000676,P0000296,19NOV2023,65.90,POSTED
PM0000677,P0000296,20DEC2023,65.90,POSTED
PM0000678,P0000296,23JAN2024,65.90,LATE
PM0000679,P0000297,16NOV2023,78.52,POSTED
PM0000680,P0000297,18DEC2023,78.52,POSTED
PM0000681,P0000297,16JAN2024,78.52,POSTED
PM0000682,P0000299,17NOV2023,60.04,POSTED
PM0000683,P0000299,17DEC2023,60.04,POSTED
PM0000684,P0000300,19NOV2023,2177.97,POSTED
PM0000685,P0000300,17DEC2023,2177.97,POSTED
PM0000686,P0000300,16JAN2024,2177.97,POSTED
PM0000687,P0000301,17NOV2023,44.94,POSTED
PM0000688,P0000301,24DEC2023,44.94,LATE
PM0000689,P0000301,18JAN2024,44.94,POSTED
PM0000690,P0000302,19NOV2023,1057.63,POSTED
PM0000691,P0000302,27JAN2024,1057.63,LATE
PM0000692,P0000303,17NOV2023,97.31,POSTED
PM0000693,P0000303,16DEC2023,97.31,POSTED
PM0000694,P0000303,18JAN2024,97.31,POSTED
PM0000695,P0000304,18NOV2023,155.57,POSTED
PM0000696,P0000304,15JAN2024,155.57,POSTED
PM0000697,P0000305,17NOV2023,620.63,POSTED
PM0000698,P0000305,18DEC2023,620.63,POSTED
PM0000699,P0000305,17JAN2024,620.63,POSTED
PM0000700,P0000306,15NOV2023,13514.08,POSTED
PM0000701,P0000306,18DEC2023,13514.08,POSTED
PM0000702,P0000306,19JAN2024,13514.08,LATE
PM0000703,P0000307,24NOV2023,265.04,LATE
PM0000704,P0000307,18DEC2023,265.04,POSTED
PM0000705,P0000307,16JAN2024,265.04,LATE
PM0000706,P0000309,20JAN2024,1545.34,POSTED
PM0000707,P0000310,18NOV2023,161.98,POSTED
PM0000708,P0000310,16DEC2023,161.98,POSTED
PM0000709,P0000310,19JAN2024,161.98,POSTED
PM0000710,P0000311,20NOV2023,727.45,POSTED
PM0000711,P0000311,20JAN2024,727.45,POSTED
PM0000712,P0000312,15DEC2023,76.16,POSTED
PM0000713,P0000312,20JAN2024,76.16,POSTED
PM0000714,P0000314,17NOV2023,634.25,POSTED
PM0000715,P0000314,18DEC2023,634.25,POSTED
PM0000716,P0000314,16JAN2024,634.25,POSTED
PM0000717,P0000315,18NOV2023,813.36,POSTED
PM0000718,P0000315,16DEC2023,813.36,POSTED
PM0000719,P0000315,16JAN2024,813.36,POSTED
PM0000720,P0000316,17NOV2023,197.72,POSTED
PM0000721,P0000316,26JAN2024,197.72,LATE
PM0000722,P0000317,17NOV2023,136.81,LATE
PM0000723,P0000317,19DEC2023,136.81,POSTED
PM0000724,P0000317,15JAN2024,136.81,POSTED
PM0000725,P0000318,15NOV2023,216.88,POSTED
PM0000726,P0000318,17DEC2023,216.88,POSTED
PM0000727,P0000319,24NOV2023,2599.62,LATE
PM0000728,P0000319,15DEC2023,2599.62,POSTED
PM0000729,P0000319,19JAN2024,2599.62,POSTED
PM0000730,P0000320,18NOV2023,164.78,LATE
PM0000731,P0000320,17DEC2023,164.78,POSTED
PM0000732,P0000320,23JAN2024,164.78,LATE
